category,prompt_structured,H_p_structured,H_p_noise,H_p_gap,d_eff_structured,d_eff_noise,d_eff_delta
creative,"Deep beneath the ocean, where pressure c",3.8336503505706787,3.901918888092041,0.0682685375213623,3.5996057987213135,3.7831766605377197,-0.18357086181640625
creative,"Deep beneath the ocean, where pressure c",1.6291053295135498,1.6353851556777954,0.0062798261642456055,2.2336480617523193,1.575701117515564,0.6579469442367554
creative,"Deep beneath the ocean, where pressure c",3.033651828765869,2.996260166168213,0.03739166259765625,2.8825230598449707,2.9400739669799805,-0.057550907135009766
creative,"Deep beneath the ocean, where pressure c",1.6047718524932861,1.6353851556777954,0.030613303184509277,2.3726603984832764,1.575701117515564,0.7969592809677124
creative,"Deep beneath the ocean, where pressure c",4.242162704467773,4.250986099243164,0.008823394775390625,3.907172441482544,4.005805015563965,-0.0986325740814209
creative,"Deep beneath the ocean, where pressure c",3.004622459411621,2.996260166168213,0.008362293243408203,2.8709938526153564,2.9400739669799805,-0.06908011436462402
creative,"Deep beneath the ocean, where pressure c",2.6177024841308594,2.638854742050171,0.021152257919311523,3.1038663387298584,3.3621180057525635,-0.2582516670227051
creative,"Deep beneath the ocean, where pressure c",3.7529759407043457,3.7426233291625977,0.010352611541748047,3.556314706802368,3.728144645690918,-0.1718299388885498
creative,"Deep beneath the ocean, where pressure c",3.079671859741211,2.996260166168213,0.08341169357299805,3.291985511779785,2.9400739669799805,0.3519115447998047
creative,"Deep beneath the ocean, where pressure c",4.076646327972412,4.070966720581055,0.005679607391357422,3.785064220428467,3.5294344425201416,0.2556297779083252
creative,"If consciousness were a color, it would ",3.4212522506713867,3.391169548034668,0.03008270263671875,3.2922840118408203,3.751887321472168,-0.45960330963134766
creative,"If consciousness were a color, it would ",4.444742679595947,4.416408538818359,0.02833414077758789,4.062589645385742,3.715181350708008,0.3474082946777344
creative,"If consciousness were a color, it would ",6.690415382385254,6.677646636962891,0.012768745422363281,5.199308395385742,4.655324935913086,0.5439834594726562
creative,"If consciousness were a color, it would ",1.462528944015503,1.3783774375915527,0.0841515064239502,3.1662826538085938,3.251586675643921,-0.08530402183532715
creative,"If consciousness were a color, it would ",2.498260259628296,2.480320453643799,0.01793980598449707,3.191439151763916,3.201714515686035,-0.01027536392211914
creative,"If consciousness were a color, it would ",0.9523003697395325,0.8886154890060425,0.06368488073348999,2.3117637634277344,0.7564822435379028,1.5552815198898315
creative,"If consciousness were a color, it would ",4.4918904304504395,4.482203006744385,0.009687423706054688,3.7712793350219727,4.010699272155762,-0.23941993713378906
creative,"If consciousness were a color, it would ",3.977508544921875,3.9540328979492188,0.02347564697265625,3.6243696212768555,3.6451656818389893,-0.02079606056213379
creative,"If consciousness were a color, it would ",3.716010808944702,3.728605270385742,0.012594461441040039,3.5646705627441406,3.351943016052246,0.21272754669189453
creative,"If consciousness were a color, it would ",2.5552477836608887,2.5264248847961426,0.028822898864746094,3.1640429496765137,2.6424567699432373,0.5215861797332764
creative,"If consciousness were a color, it would ",2.5192949771881104,2.5264248847961426,0.0071299076080322266,3.0871894359588623,2.6424567699432373,0.444732666015625
creative,The old lighthouse keeper noticed someth,8.08064079284668,8.030529022216797,0.05011177062988281,5.565731525421143,4.849675178527832,0.7160563468933105
creative,The old lighthouse keeper noticed someth,5.0411481857299805,5.027616024017334,0.013532161712646484,3.868445634841919,4.168334007263184,-0.29988837242126465
creative,The old lighthouse keeper noticed someth,2.6222925186157227,2.638854742050171,0.016562223434448242,2.2861742973327637,3.3621180057525635,-1.0759437084197998
creative,The old lighthouse keeper noticed someth,3.967365264892578,3.9540328979492188,0.013332366943359375,3.653855800628662,3.6451656818389893,0.008690118789672852
creative,The old lighthouse keeper noticed someth,1.8953932523727417,1.9738355875015259,0.07844233512878418,2.7667605876922607,2.6820201873779297,0.08474040031433105
creative,The old lighthouse keeper noticed someth,3.246196985244751,3.271991729736328,0.02579474449157715,3.2170305252075195,2.907191038131714,0.30983948707580566
creative,The old lighthouse keeper noticed someth,0.7987031936645508,0.8886154890060425,0.0899122953414917,2.5645081996917725,0.7564822435379028,1.8080259561538696
creative,The old lighthouse keeper noticed someth,4.791126251220703,4.760916709899902,0.03020954132080078,4.130740642547607,4.191807746887207,-0.06106710433959961
creative,Nobody had entered the forbidden library,4.75441837310791,4.760916709899902,0.0064983367919921875,4.0790557861328125,4.191807746887207,-0.11275196075439453
creative,Nobody had entered the forbidden library,4.234486103057861,4.250986099243164,0.016499996185302734,3.807508707046509,4.005805015563965,-0.19829630851745605
creative,Nobody had entered the forbidden library,2.147644281387329,2.0921058654785156,0.05553841590881348,2.9492290019989014,3.168888568878174,-0.21965956687927246
creative,Nobody had entered the forbidden library,5.076423168182373,5.067170143127441,0.00925302505493164,4.241600036621094,4.332337379455566,-0.09073734283447266
creative,Nobody had entered the forbidden library,3.752728223800659,3.7426233291625977,0.010104894638061523,3.4655954837799072,3.728144645690918,-0.26254916191101074
creative,Nobody had entered the forbidden library,2.6897711753845215,2.638854742050171,0.050916433334350586,2.7485451698303223,3.3621180057525635,-0.6135728359222412
creative,Nobody had entered the forbidden library,2.499011993408203,2.480320453643799,0.018691539764404297,2.4843907356262207,3.201714515686035,-0.7173237800598145
creative,Nobody had entered the forbidden library,1.2221044301986694,1.1537785530090332,0.06832587718963623,1.675262689590454,1.4972448348999023,0.17801785469055176
creative,Nobody had entered the forbidden library,2.1590332984924316,2.0921058654785156,0.06692743301391602,2.503909111022949,3.168888568878174,-0.6649794578552246
creative,Nobody had entered the forbidden library,3.662775993347168,3.6328368186950684,0.02993917465209961,3.3363261222839355,2.880154609680176,0.45617151260375977
creative,Nobody had entered the forbidden library,3.4474024772644043,3.476315498352051,0.028913021087646484,3.346011161804199,3.201260566711426,0.14475059509277344
creative,Nobody had entered the forbidden library,3.6733460426330566,3.6328368186950684,0.04050922393798828,3.565997362136841,2.880154609680176,0.685842752456665
creative,"At the edge of the known universe, the p",4.628190040588379,4.634267807006836,0.006077766418457031,3.633683681488037,4.380589962005615,-0.7469062805175781
creative,"At the edge of the known universe, the p",0.07080301642417908,0.11078338325023651,0.039980366826057434,1.3799735307693481,0.4980185031890869,0.8819550275802612
creative,"At the edge of the known universe, the p",1.647228479385376,1.6353851556777954,0.011843323707580566,2.316092014312744,1.575701117515564,0.7403908967971802
creative,"At the edge of the known universe, the p",5.118067264556885,5.067170143127441,0.05089712142944336,4.48282527923584,4.332337379455566,0.15048789978027344
creative,"At the edge of the known universe, the p",1.6551198959350586,1.6353851556777954,0.019734740257263184,2.3603603839874268,1.575701117515564,0.7846592664718628
creative,"At the edge of the known universe, the p",4.517114639282227,4.482203006744385,0.0349116325378418,3.80444073677063,4.010699272155762,-0.20625853538513184
creative,"At the edge of the known universe, the p",7.495075225830078,7.498811721801758,0.0037364959716796875,5.251819610595703,4.923247337341309,0.32857227325439453
creative,"At the edge of the known universe, the p",5.371553421020508,5.349612236022949,0.021941184997558594,4.457399368286133,4.185625076293945,0.2717742919921875
creative,"At the edge of the known universe, the p",4.624223709106445,4.634267807006836,0.010044097900390625,4.159564018249512,4.380589962005615,-0.22102594375610352
creative,"At the edge of the known universe, the p",1.9845339059829712,1.9738355875015259,0.010698318481445312,2.8479697704315186,2.6820201873779297,0.16594958305358887
creative,"At the edge of the known universe, the p",2.7163047790527344,2.638854742050171,0.07745003700256348,2.6680870056152344,3.3621180057525635,-0.6940310001373291
reasoning,The implications of quantum entanglement,8.08064079284668,8.030529022216797,0.05011177062988281,5.565731525421143,4.849675178527832,0.7160563468933105
reasoning,The implications of quantum entanglement,1.0650866031646729,1.1166088581085205,0.051522254943847656,1.8839401006698608,2.0649619102478027,-0.1810218095779419
reasoning,The implications of quantum entanglement,3.939467430114746,3.926921844482422,0.012545585632324219,3.5044469833374023,3.626403570175171,-0.12195658683776855
reasoning,The implications of quantum entanglement,3.77776837348938,3.7426233291625977,0.03514504432678223,3.3128983974456787,3.728144645690918,-0.41524624824523926
reasoning,The implications of quantum entanglement,1.889866828918457,1.9738355875015259,0.08396875858306885,2.1488184928894043,2.6820201873779297,-0.5332016944885254
reasoning,The implications of quantum entanglement,0.8354489803314209,0.8886154890060425,0.05316650867462158,2.5823380947113037,0.7564822435379028,1.8258558511734009
reasoning,The implications of quantum entanglement,0.027679333463311195,0.11078338325023651,0.08310404978692532,1.4388561248779297,0.4980185031890869,0.9408376216888428
reasoning,The implications of quantum entanglement,1.9518526792526245,1.9738355875015259,0.021982908248901367,1.9384504556655884,2.6820201873779297,-0.7435697317123413
reasoning,The implications of quantum entanglement,1.5565917491912842,1.6353851556777954,0.07879340648651123,2.075242042541504,1.575701117515564,0.49954092502593994
reasoning,The implications of quantum entanglement,3.3438682556152344,3.391169548034668,0.047301292419433594,3.4040496349334717,3.751887321472168,-0.3478376865386963
reasoning,If every human decision is determined by,3.4212522506713867,3.391169548034668,0.03008270263671875,3.2922840118408203,3.751887321472168,-0.45960330963134766
reasoning,If every human decision is determined by,5.993841171264648,5.996196746826172,0.0023555755615234375,4.939360618591309,4.527281284332275,0.4120793342590332
reasoning,If every human decision is determined by,4.785861015319824,4.760916709899902,0.024944305419921875,4.068565845489502,4.191807746887207,-0.12324190139770508
reasoning,If every human decision is determined by,3.4340925216674805,3.476315498352051,0.04222297668457031,3.6078648567199707,3.201260566711426,0.4066042900085449
reasoning,If every human decision is determined by,4.439975738525391,4.416408538818359,0.02356719970703125,3.940387725830078,3.715181350708008,0.2252063751220703
reasoning,If every human decision is determined by,4.9378228187561035,4.933784008026123,0.004038810729980469,4.262271404266357,3.9432783126831055,0.31899309158325195
reasoning,If every human decision is determined by,4.314761638641357,4.3164286613464355,0.001667022705078125,3.802154302597046,3.883586883544922,-0.08143258094787598
reasoning,If every human decision is determined by,1.2788872718811035,1.3783774375915527,0.09949016571044922,2.761319398880005,3.251586675643921,-0.490267276763916
reasoning,If every human decision is determined by,4.071126937866211,4.070966720581055,0.00016021728515625,3.8241498470306396,3.5294344425201416,0.29471540451049805
reasoning,If every human decision is determined by,3.3200955390930176,3.2961883544921875,0.023907184600830078,3.314453601837158,3.0013322830200195,0.31312131881713867
reasoning,Consider a society where everyone can re,3.608103036880493,3.589911460876465,0.01819157600402832,3.5917134284973145,3.755073070526123,-0.1633596420288086
reasoning,Consider a society where everyone can re,4.215024948120117,4.184442043304443,0.030582904815673828,4.145316123962402,3.850102424621582,0.2952136993408203
reasoning,Consider a society where everyone can re,1.6652439832687378,1.6353851556777954,0.029858827590942383,2.0966010093688965,1.575701117515564,0.5208998918533325
reasoning,Consider a society where everyone can re,4.715136528015137,4.703701972961426,0.011434555053710938,4.049896240234375,3.9664998054504395,0.08339643478393555
reasoning,Consider a society where everyone can re,3.2048726081848145,3.271991729736328,0.06711912155151367,3.5507571697235107,2.907191038131714,0.6435661315917969
reasoning,Consider a society where everyone can re,4.512940406799316,4.482203006744385,0.03073740005493164,4.159137725830078,4.010699272155762,0.1484384536743164
reasoning,Consider a society where everyone can re,2.390712261199951,2.480320453643799,0.08960819244384766,2.0678393840789795,3.201714515686035,-1.1338751316070557
reasoning,Consider a society where everyone can re,1.3014919757843018,1.3783774375915527,0.07688546180725098,1.8819758892059326,3.251586675643921,-1.3696107864379883
reasoning,Consider a society where everyone can re,2.4038479328155518,2.480320453643799,0.07647252082824707,2.996487855911255,3.201714515686035,-0.20522665977478027
reasoning,Consider a society where everyone can re,5.328351974487305,5.332118988037109,0.0037670135498046875,4.519685745239258,4.160313606262207,0.3593721389770508
reasoning,Consider a society where everyone can re,4.64680290222168,4.634267807006836,0.01253509521484375,4.069829940795898,4.380589962005615,-0.3107600212097168
reasoning,Consider a society where everyone can re,2.8968417644500732,2.968514919281006,0.07167315483093262,3.089189291000366,3.479839324951172,-0.39065003395080566
reasoning,Consider a society where everyone can re,4.732917785644531,4.739278316497803,0.006360530853271484,4.420753002166748,3.9226701259613037,0.49808287620544434
reasoning,The relationship between mathematical tr,8.08064079284668,8.030529022216797,0.05011177062988281,5.565731525421143,4.849675178527832,0.7160563468933105
reasoning,The relationship between mathematical tr,6.954536437988281,6.935274600982666,0.019261837005615234,4.871646881103516,5.0183820724487305,-0.14673519134521484
reasoning,The relationship between mathematical tr,3.489417791366577,3.4794106483459473,0.010007143020629883,3.4389991760253906,3.6105270385742188,-0.17152786254882812
reasoning,The relationship between mathematical tr,4.564011573791504,4.609078884124756,0.04506731033325195,4.011545658111572,3.877403497695923,0.13414216041564941
reasoning,The relationship between mathematical tr,2.7356886863708496,2.638854742050171,0.09683394432067871,3.059751510620117,3.3621180057525635,-0.3023664951324463
reasoning,The relationship between mathematical tr,1.7664556503295898,1.7079871892929077,0.05846846103668213,2.351685047149658,2.6963815689086914,-0.3446965217590332
reasoning,The relationship between mathematical tr,1.6620066165924072,1.6353851556777954,0.026621460914611816,2.0666046142578125,1.575701117515564,0.49090349674224854
reasoning,The relationship between mathematical tr,2.502141237258911,2.480320453643799,0.021820783615112305,2.5798773765563965,3.201714515686035,-0.6218371391296387
reasoning,Given that correlation does not imply ca,1.1166088581085205,1.1166088581085205,0.0,2.0649619102478027,2.0649619102478027,0.0
reasoning,Given that correlation does not imply ca,4.315334796905518,4.3164286613464355,0.0010938644409179688,4.123708248138428,3.883586883544922,0.24012136459350586
reasoning,Given that correlation does not imply ca,3.794473171234131,3.7426233291625977,0.0518498420715332,3.402813196182251,3.728144645690918,-0.325331449508667
reasoning,Given that correlation does not imply ca,0.15384429693222046,0.11078338325023651,0.04306091368198395,2.1965768337249756,0.4980185031890869,1.6985583305358887
reasoning,Given that correlation does not imply ca,1.696821928024292,1.7079871892929077,0.011165261268615723,1.7602890729904175,2.6963815689086914,-0.9360924959182739
reasoning,Given that correlation does not imply ca,3.7311360836029053,3.728605270385742,0.002530813217163086,3.6112239360809326,3.351943016052246,0.2592809200286865
reasoning,Given that correlation does not imply ca,5.9462480545043945,5.9527130126953125,0.006464958190917969,4.544578552246094,4.820667266845703,-0.2760887145996094
reasoning,Given that correlation does not imply ca,4.622803688049316,4.634267807006836,0.011464118957519531,4.040344715118408,4.380589962005615,-0.34024524688720703
reasoning,Given that correlation does not imply ca,4.893798828125,4.89413595199585,0.0003371238708496094,4.05155086517334,4.222268104553223,-0.1707172393798828
reasoning,Given that correlation does not imply ca,4.152611255645752,4.154016971588135,0.0014057159423828125,3.5763978958129883,3.3635644912719727,0.21283340454101562
reasoning,Given that correlation does not imply ca,3.910994529724121,3.9168519973754883,0.0058574676513671875,3.924018383026123,3.274578809738159,0.6494395732879639
ambiguous,The bank was,8.08064079284668,8.030529022216797,0.05011177062988281,5.565731525421143,4.849675178527832,0.7160563468933105
ambiguous,The bank was,5.356748580932617,5.349612236022949,0.007136344909667969,4.490428924560547,4.185625076293945,0.30480384826660156
ambiguous,The bank was,5.571462631225586,5.585114002227783,0.013651371002197266,4.648680686950684,4.49886417388916,0.14981651306152344
ambiguous,She saw the man with the telescope and r,5.679116249084473,5.683199882507324,0.0040836334228515625,4.793003559112549,4.555359363555908,0.23764419555664062
ambiguous,She saw the man with the telescope and r,3.4393982887268066,3.476315498352051,0.03691720962524414,3.22894549369812,3.201260566711426,0.027684926986694336
ambiguous,She saw the man with the telescope and r,7.395188331604004,7.387189865112305,0.007998466491699219,5.408557891845703,5.018949508666992,0.38960838317871094
ambiguous,She saw the man with the telescope and r,5.183718681335449,5.201921463012695,0.018202781677246094,4.377825736999512,4.026907920837402,0.3509178161621094
ambiguous,She saw the man with the telescope and r,1.4402141571044922,1.3783774375915527,0.06183671951293945,2.5306599140167236,3.251586675643921,-0.7209267616271973
ambiguous,She saw the man with the telescope and r,4.786481857299805,4.760916709899902,0.025565147399902344,4.181129455566406,4.191807746887207,-0.010678291320800781
ambiguous,She saw the man with the telescope and r,3.960444927215576,3.9540328979492188,0.006412029266357422,3.82906174659729,3.6451656818389893,0.18389606475830078
ambiguous,She saw the man with the telescope and r,3.9256417751312256,3.926921844482422,0.001280069351196289,3.5381414890289307,3.626403570175171,-0.08826208114624023
ambiguous,She saw the man with the telescope and r,1.7027722597122192,1.7079871892929077,0.0052149295806884766,1.720379114151001,2.6963815689086914,-0.9760024547576904
ambiguous,They went to the bar to get a,5.531003475189209,5.503844261169434,0.02715921401977539,4.753812789916992,4.166158676147461,0.5876541137695312
ambiguous,They went to the bar to get a,2.549067974090576,2.5264248847961426,0.022643089294433594,2.935048818588257,2.6424567699432373,0.29259204864501953
ambiguous,They went to the bar to get a,2.463690757751465,2.480320453643799,0.016629695892333984,3.258021593093872,3.201714515686035,0.056307077407836914
ambiguous,They went to the bar to get a,5.204286575317383,5.201921463012695,0.0023651123046875,4.350855827331543,4.026907920837402,0.3239479064941406
ambiguous,They went to the bar to get a,2.674375534057617,2.638854742050171,0.03552079200744629,2.4879684448242188,3.3621180057525635,-0.8741495609283447
ambiguous,They went to the bar to get a,2.9212801456451416,2.968514919281006,0.04723477363586426,2.984473705291748,3.479839324951172,-0.49536561965942383
ambiguous,They went to the bar to get a,1.3636274337768555,1.3783774375915527,0.014750003814697266,2.702225923538208,3.251586675643921,-0.5493607521057129
ambiguous,He picked up the bass and,5.48765754699707,5.484386444091797,0.0032711029052734375,4.682411193847656,4.366001129150391,0.3164100646972656
ambiguous,He picked up the bass and,2.873551845550537,2.968514919281006,0.09496307373046875,2.8536341190338135,3.479839324951172,-0.6262052059173584
ambiguous,He picked up the bass and,6.122168064117432,6.119133949279785,0.0030341148376464844,4.841702461242676,4.429833889007568,0.4118685722351074
ambiguous,He picked up the bass and,1.6175076961517334,1.6353851556777954,0.01787745952606201,1.9442451000213623,1.575701117515564,0.36854398250579834
ambiguous,He picked up the bass and,4.008830547332764,4.004114151000977,0.004716396331787109,3.77817964553833,3.679511547088623,0.09866809844970703
ambiguous,"Time flies like an arrow, fruit flies li",6.004157066345215,5.996196746826172,0.007960319519042969,4.5006632804870605,4.527281284332275,-0.026618003845214844
ambiguous,"Time flies like an arrow, fruit flies li",2.4912004470825195,2.480320453643799,0.010879993438720703,2.655066967010498,3.201714515686035,-0.5466475486755371
ambiguous,"Time flies like an arrow, fruit flies li",5.2509307861328125,5.248449325561523,0.0024814605712890625,4.120371341705322,3.8922595977783203,0.22811174392700195
ambiguous,"Time flies like an arrow, fruit flies li",0.07942379266023636,0.11078338325023651,0.03135959059000015,2.475594997406006,0.4980185031890869,1.977576494216919
ambiguous,"Time flies like an arrow, fruit flies li",2.569701910018921,2.5264248847961426,0.04327702522277832,2.5737226009368896,2.6424567699432373,-0.06873416900634766
ambiguous,"Time flies like an arrow, fruit flies li",0.9290751218795776,0.8886154890060425,0.040459632873535156,2.5237269401550293,0.7564822435379028,1.7672446966171265
ambiguous,"Time flies like an arrow, fruit flies li",1.164860725402832,1.1537785530090332,0.011082172393798828,2.158963203430176,1.4972448348999023,0.6617183685302734
ambiguous,"Time flies like an arrow, fruit flies li",0.03190458193421364,0.11078338325023651,0.07887880131602287,1.8581174612045288,0.4980185031890869,1.360098958015442
ambiguous,The crane moved slowly toward the,8.08064079284668,8.030529022216797,0.05011177062988281,5.565731525421143,4.849675178527832,0.7160563468933105
ambiguous,The crane moved slowly toward the,3.5105831623077393,3.5232677459716797,0.01268458366394043,3.338310718536377,3.527388334274292,-0.18907761573791504
ambiguous,The crane moved slowly toward the,1.0301353931427002,1.1166088581085205,0.08647346496582031,2.8807833194732666,2.0649619102478027,0.8158214092254639
ambiguous,The crane moved slowly toward the,5.700535297393799,5.695692539215088,0.0048427581787109375,4.62559700012207,4.260099411010742,0.3654975891113281
ambiguous,She couldn't bear the,5.679116249084473,5.683199882507324,0.0040836334228515625,4.793003559112549,4.555359363555908,0.23764419555664062
ambiguous,She couldn't bear the,3.2475342750549316,3.271991729736328,0.024457454681396484,3.539259433746338,2.907191038131714,0.632068395614624
ambiguous,She couldn't bear the,1.1905959844589233,1.1537785530090332,0.03681743144989014,1.5062508583068848,1.4972448348999023,0.009006023406982422
ambiguous,She couldn't bear the,1.6423442363739014,1.6353851556777954,0.006959080696105957,2.5286502838134766,1.575701117515564,0.9529491662979126
philosophical,The hard problem of consciousness is the,8.08064079284668,8.030529022216797,0.05011177062988281,5.565731525421143,4.849675178527832,0.7160563468933105
philosophical,The hard problem of consciousness is the,4.339884281158447,4.323042869567871,0.016841411590576172,3.6835813522338867,3.7104170322418213,-0.02683568000793457
philosophical,The hard problem of consciousness is the,3.4850056171417236,3.4794106483459473,0.005594968795776367,3.4901628494262695,3.6105270385742188,-0.12036418914794922
philosophical,The hard problem of consciousness is the,3.6222448348999023,3.6328368186950684,0.010591983795166016,3.8512790203094482,2.880154609680176,0.9711244106292725
philosophical,The hard problem of consciousness is the,3.770253896713257,3.7426233291625977,0.02763056755065918,3.7202844619750977,3.728144645690918,-0.007860183715820312
philosophical,The hard problem of consciousness is the,1.6124656200408936,1.6353851556777954,0.022919535636901855,2.079310417175293,1.575701117515564,0.503609299659729
philosophical,The hard problem of consciousness is the,3.444514513015747,3.476315498352051,0.03180098533630371,3.337860107421875,3.201260566711426,0.13659954071044922
philosophical,The hard problem of consciousness is the,1.096651315689087,1.1166088581085205,0.019957542419433594,1.8574141263961792,2.0649619102478027,-0.20754778385162354
philosophical,If a perfect copy of your brain were cre,3.4212522506713867,3.391169548034668,0.03008270263671875,3.2922840118408203,3.751887321472168,-0.45960330963134766
philosophical,If a perfect copy of your brain were cre,6.8886260986328125,6.886226654052734,0.002399444580078125,5.163918495178223,4.586672782897949,0.5772457122802734
philosophical,If a perfect copy of your brain were cre,6.012819290161133,6.0173115730285645,0.004492282867431641,4.472223281860352,4.312433242797852,0.1597900390625
philosophical,If a perfect copy of your brain were cre,1.9689767360687256,1.9738355875015259,0.004858851432800293,2.6245384216308594,2.6820201873779297,-0.05748176574707031
philosophical,If a perfect copy of your brain were cre,3.235558271408081,3.271991729736328,0.03643345832824707,3.3846774101257324,2.907191038131714,0.47748637199401855
philosophical,If a perfect copy of your brain were cre,5.907514572143555,5.908784866333008,0.001270294189453125,4.626178741455078,4.312102317810059,0.31407642364501953
philosophical,If a perfect copy of your brain were cre,2.925910711288452,2.968514919281006,0.04260420799255371,2.86120343208313,3.479839324951172,-0.618635892868042
philosophical,If a perfect copy of your brain were cre,3.963563919067383,3.9540328979492188,0.009531021118164062,3.6848318576812744,3.6451656818389893,0.039666175842285156
philosophical,If a perfect copy of your brain were cre,1.9478213787078857,1.9738355875015259,0.026014208793640137,2.4403953552246094,2.6820201873779297,-0.2416248321533203
philosophical,If a perfect copy of your brain were cre,0.8748726844787598,0.8886154890060425,0.013742804527282715,1.1192626953125,0.7564822435379028,0.36278045177459717
