category,prompt,position,seq_len,d_eff,H_p,d_eff_tempered,H_p_tempered,spectral_anisotropy,trace_G,top_eig_1,top_eig_2,top_eig_5
creative,The last painter on Earth mixed colors that no human eye had ever,2,13,3.8228647708892822,4.165193557739258,5.171207904815674,8.835785865783691,513.4725952148438,1.7204699516296387,0.34508368372917175,0.15311013162136078,0.06926135718822479
creative,The last painter on Earth mixed colors that no human eye had ever,3,13,3.1165127754211426,2.3703360557556152,5.119577407836914,9.253707885742188,957.7598266601562,1.1945431232452393,0.4469083845615387,0.1276933252811432,0.03717741370201111
creative,The last painter on Earth mixed colors that no human eye had ever,4,13,3.7821977138519287,3.997279644012451,5.196529388427734,9.289953231811523,477.28790283203125,1.515757441520691,0.28259870409965515,0.21845901012420654,0.05404552072286606
creative,The last painter on Earth mixed colors that no human eye had ever,5,13,3.8857133388519287,4.705658435821533,5.122580051422119,9.224273681640625,406.922119140625,2.0234262943267822,0.32163161039352417,0.16204747557640076,0.10142416507005692
creative,The last painter on Earth mixed colors that no human eye had ever,6,13,3.811798095703125,3.767575979232788,5.171718120574951,8.631765365600586,386.84521484375,1.4804236888885498,0.22370891273021698,0.11333410441875458,0.08620652556419373
creative,The last painter on Earth mixed colors that no human eye had ever,7,13,4.040375709533691,4.313222408294678,5.330065727233887,8.96369743347168,441.74786376953125,1.7757999897003174,0.30642807483673096,0.1529860645532608,0.0790596529841423
creative,The last painter on Earth mixed colors that no human eye had ever,8,13,2.0102972984313965,1.4833803176879883,4.841350555419922,9.014928817749023,1243.3289794921875,1.1093803644180298,0.5387987494468689,0.2153850793838501,0.02943151816725731
creative,The last painter on Earth mixed colors that no human eye had ever,9,13,2.3443970680236816,1.8290529251098633,4.765526294708252,8.138046264648438,849.8787231445312,1.0511415004730225,0.34896203875541687,0.201482355594635,0.049803726375103
creative,The last painter on Earth mixed colors that no human eye had ever,10,13,1.5357011556625366,1.4370421171188354,4.456382751464844,7.662153244018555,1477.172607421875,0.8183186650276184,0.4721866846084595,0.15966708958148956,0.014518587850034237
creative,The last painter on Earth mixed colors that no human eye had ever,11,13,0.8809303045272827,0.631819486618042,4.131429672241211,7.876520156860352,2155.2099609375,0.7140657901763916,0.6011569499969482,0.04527267441153526,0.005780836567282677
creative,The last painter on Earth mixed colors that no human eye had ever,12,13,2.4759809970855713,0.4630871117115021,4.678971290588379,7.762755393981934,1213.90966796875,0.2365468591451645,0.11216661334037781,0.02419723942875862,0.00841937493532896
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",0,17,4.139832496643066,5.996940612792969,5.33806037902832,9.867305755615234,336.7052917480469,2.743333578109741,0.3608183264732361,0.30048123002052307,0.12658976018428802
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",1,17,2.5628256797790527,0.42350107431411743,4.754123687744141,8.906867980957031,1189.063720703125,0.16307727992534637,0.07574581354856491,0.020162958651781082,0.00616871751844883
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",2,17,2.6980834007263184,3.276740074157715,5.206666946411133,9.292993545532227,956.8616943359375,2.102382183074951,0.7858160138130188,0.3503539562225342,0.08641301840543747
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",3,17,1.5554653406143188,1.330634593963623,4.105470180511475,7.883861064910889,1158.272705078125,1.2593039274215698,0.5697724223136902,0.3809041976928711,0.021986480802297592
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",4,17,3.5996057987213135,3.8336503505706787,5.304870128631592,9.208545684814453,592.1290893554688,1.6552424430847168,0.3828582763671875,0.1937764286994934,0.06328300386667252
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",5,17,2.7887256145477295,2.78035306930542,5.20134973526001,8.785192489624023,962.103759765625,1.7853947877883911,0.6709902882575989,0.2486451268196106,0.06377808749675751
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",6,17,2.2336480617523193,1.6291053295135498,4.910614967346191,8.183584213256836,1000.8020629882812,0.9889963269233704,0.38663655519485474,0.28371140360832214,0.022334162145853043
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",7,17,0.5898920297622681,0.5242336392402649,3.1899468898773193,5.486912250518799,2232.280029296875,0.7992766499519348,0.6969567537307739,0.05971771478652954,0.005067453254014254
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",8,17,2.8825230598449707,3.033651828765869,5.074920654296875,8.440166473388672,829.7537841796875,1.9323216676712036,0.6263090372085571,0.3339214324951172,0.05674661323428154
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",9,17,2.3726603984832764,1.6047718524932861,4.67792272567749,8.191387176513672,998.193603515625,0.8691957592964172,0.33891627192497253,0.24420031905174255,0.02368536964058876
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",10,17,3.022627830505371,2.7974705696105957,5.185206890106201,9.29568862915039,1091.89697265625,1.383631706237793,0.5901497006416321,0.15181075036525726,0.034059856086969376
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",11,17,3.907172441482544,4.242162704467773,5.21768856048584,8.540717124938965,350.83038330078125,1.8093246221542358,0.24795548617839813,0.23475049436092377,0.08603835850954056
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",12,17,2.8709938526153564,3.004622459411621,5.164899826049805,8.370063781738281,695.2894287109375,1.9879100322723389,0.5399112701416016,0.3802279531955719,0.07863565534353256
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",13,17,3.1038663387298584,2.6177024841308594,4.8883771896362305,8.619464874267578,666.4017944335938,1.1720101833343506,0.3050897419452667,0.15900376439094543,0.05146270990371704
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",14,17,3.556314706802368,3.7529759407043457,5.329782485961914,8.614763259887695,685.5091552734375,1.9898260831832886,0.5328297019004822,0.1725889891386032,0.0819568932056427
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",15,17,3.291985511779785,3.079671859741211,4.996614456176758,8.26321792602539,463.7660827636719,1.5179615020751953,0.27499181032180786,0.23922444880008698,0.07293379306793213
creative,"Deep beneath the ocean, where pressure crushes steel, something was singing a me",16,17,3.785064220428467,4.076646327972412,5.338221549987793,8.79556941986084,457.09674072265625,1.970198631286621,0.35178568959236145,0.21713373064994812,0.11828211694955826
creative,"If consciousness were a color, it would be the shade you see when",0,14,3.2922840118408203,3.4212522506713867,5.319655895233154,9.794532775878906,860.9445190429688,1.2982099056243896,0.4365963637828827,0.1518200784921646,0.04528597369790077
creative,"If consciousness were a color, it would be the shade you see when",1,14,3.631241798400879,3.105767250061035,5.203722953796387,8.875207901000977,705.7447509765625,1.1990103721618652,0.330545037984848,0.13839976489543915,0.04257578030228615
creative,"If consciousness were a color, it would be the shade you see when",2,14,4.062589645385742,4.444742679595947,5.436718940734863,9.035741806030273,553.0465087890625,1.8213616609573364,0.39347565174102783,0.1584293097257614,0.06891539692878723
creative,"If consciousness were a color, it would be the shade you see when",3,14,5.199308395385742,6.690415382385254,5.820760726928711,9.280498504638672,185.5965118408203,2.514495372772217,0.1822974979877472,0.087037593126297,0.06890420615673065
creative,"If consciousness were a color, it would be the shade you see when",4,14,3.1662826538085938,1.462528944015503,5.05550479888916,8.806878089904785,1006.9555053710938,0.6094357371330261,0.23971666395664215,0.040152039378881454,0.018546706065535545
creative,"If consciousness were a color, it would be the shade you see when",5,14,3.191439151763916,2.498260259628296,5.254510402679443,9.433269500732422,789.6185302734375,1.054857850074768,0.3253653645515442,0.13357937335968018,0.047566089779138565
creative,"If consciousness were a color, it would be the shade you see when",6,14,2.006114959716797,0.6019827127456665,4.301397323608398,7.510565280914307,1111.9561767578125,0.28935256600379944,0.12568257749080658,0.057706572115421295,0.01198602095246315
creative,"If consciousness were a color, it would be the shade you see when",7,14,2.3117637634277344,0.9523003697395325,4.912950038909912,7.9188761711120605,1343.2822265625,0.5685787796974182,0.2983444631099701,0.05300941318273544,0.02468044124543667
creative,"If consciousness were a color, it would be the shade you see when",8,14,3.7712793350219727,4.4918904304504395,5.273172855377197,9.32992172241211,510.1211242675781,2.227393865585327,0.4438439905643463,0.1923188418149948,0.10474476963281631
creative,"If consciousness were a color, it would be the shade you see when",9,14,3.6243696212768555,3.977508544921875,5.479493141174316,9.320972442626953,908.4996337890625,2.0024526119232178,0.7106357216835022,0.1579858958721161,0.05174781009554863
creative,"If consciousness were a color, it would be the shade you see when",10,14,2.1091630458831787,0.5276243686676025,4.834184169769287,8.456082344055176,1424.4710693359375,0.25587886571884155,0.14237970113754272,0.03872870281338692,0.00527396984398365
creative,"If consciousness were a color, it would be the shade you see when",11,14,3.5646705627441406,3.716010808944702,5.297806262969971,8.31791877746582,511.0517883300781,1.9276574850082397,0.384817510843277,0.27994585037231445,0.08539034426212311
creative,"If consciousness were a color, it would be the shade you see when",12,14,3.1640429496765137,2.5552477836608887,5.137216567993164,8.32829475402832,838.8834228515625,1.226204514503479,0.4018135368824005,0.13725468516349792,0.05177818238735199
creative,"If consciousness were a color, it would be the shade you see when",13,14,3.0871894359588623,2.5192949771881104,5.246594429016113,9.201656341552734,864.6677856445312,1.2067844867706299,0.40760454535484314,0.15391770005226135,0.05670074746012688
creative,The old lighthouse keeper noticed something strange about the,0,9,5.565731525421143,8.08064079284668,5.861108779907227,10.081334114074707,116.70050811767578,2.452695846557617,0.11180892586708069,0.07306132465600967,0.038398951292037964
creative,The old lighthouse keeper noticed something strange about the,1,9,3.868445634841919,5.0411481857299805,5.572369575500488,9.75871753692627,871.1107788085938,2.0527868270874023,0.6985174417495728,0.13807523250579834,0.04281696304678917
creative,The old lighthouse keeper noticed something strange about the,2,9,2.2861742973327637,2.6222925186157227,5.014260292053223,8.634283065795898,1376.3194580078125,1.8664321899414062,1.003440260887146,0.23606570065021515,0.04642194136977196
creative,The old lighthouse keeper noticed something strange about the,3,9,3.653855800628662,3.967365264892578,5.3472185134887695,8.59922981262207,840.6495361328125,1.9260811805725098,0.6324840784072876,0.13495458662509918,0.05670510604977608
creative,The old lighthouse keeper noticed something strange about the,4,9,2.7667605876922607,1.8953932523727417,5.012153625488281,8.909195899963379,840.1866455078125,0.7894352078437805,0.25909098982810974,0.1267896294593811,0.03801167383790016
creative,The old lighthouse keeper noticed something strange about the,5,9,3.2170305252075195,3.246196985244751,5.035999298095703,8.327129364013672,729.9852294921875,1.781029462814331,0.5078614354133606,0.14047826826572418,0.09066694229841232
creative,The old lighthouse keeper noticed something strange about the,6,9,3.0424327850341797,2.745851755142212,4.943760871887207,7.8154730796813965,744.2257080078125,1.4030256271362305,0.407878041267395,0.19340652227401733,0.05893705412745476
creative,The old lighthouse keeper noticed something strange about the,7,9,2.5645081996917725,0.7987031936645508,4.872829437255859,8.86744499206543,1139.9931640625,0.322946697473526,0.14381134510040283,0.03804716840386391,0.015815112739801407
creative,The old lighthouse keeper noticed something strange about the,8,9,4.130740642547607,4.791126251220703,5.533988952636719,9.199824333190918,534.6986083984375,2.2248268127441406,0.4646921157836914,0.12484142184257507,0.09118872880935669
creative,"Nobody had entered the forbidden library in centuries, until the day when",0,13,4.0790557861328125,4.75441837310791,5.2319254875183105,9.197068214416504,383.2908630371094,1.862471103668213,0.27885475754737854,0.13447172939777374,0.08767618238925934
creative,"Nobody had entered the forbidden library in centuries, until the day when",1,13,3.807508707046509,4.234486103057861,5.408171653747559,9.251357078552246,526.3621215820312,1.9563676118850708,0.40224912762641907,0.24896202981472015,0.09338058531284332
creative,"Nobody had entered the forbidden library in centuries, until the day when",2,13,2.9492290019989014,2.147644281387329,5.021724700927734,9.143400192260742,847.3218383789062,0.9636892676353455,0.318966805934906,0.11830320954322815,0.04713095724582672
creative,"Nobody had entered the forbidden library in centuries, until the day when",3,13,4.241600036621094,5.076423168182373,5.5647873878479,9.359898567199707,361.774658203125,2.38307785987854,0.3367723524570465,0.2144242525100708,0.08516102284193039
creative,"Nobody had entered the forbidden library in centuries, until the day when",4,13,3.4655954837799072,3.752728223800659,5.252429485321045,8.957566261291504,443.8819274902344,2.192479372024536,0.3801570236682892,0.26620417833328247,0.11108826845884323
creative,"Nobody had entered the forbidden library in centuries, until the day when",5,13,2.7485451698303223,2.6897711753845215,4.769399642944336,7.930641174316406,691.4840087890625,1.3790048360824585,0.3724842965602875,0.19012202322483063,0.106127068400383
creative,"Nobody had entered the forbidden library in centuries, until the day when",6,13,2.4843907356262207,2.499011993408203,4.558228015899658,8.600679397583008,959.1173706054688,1.540266513824463,0.5770689249038696,0.21393609046936035,0.08716541528701782
creative,"Nobody had entered the forbidden library in centuries, until the day when",7,13,1.675262689590454,1.2221044301986694,4.017800807952881,6.640120983123779,1513.5806884765625,0.5529592633247375,0.32693299651145935,0.08259877562522888,0.012958821840584278
creative,"Nobody had entered the forbidden library in centuries, until the day when",8,13,2.503909111022949,2.1590332984924316,4.826470375061035,8.213314056396484,901.5902099609375,1.2866631746292114,0.45314180850982666,0.26525333523750305,0.05128328874707222
creative,"Nobody had entered the forbidden library in centuries, until the day when",9,13,2.291952610015869,2.3087172508239746,4.876226425170898,8.650678634643555,1045.4154052734375,1.4276789426803589,0.5830146670341492,0.27576911449432373,0.053594619035720825
creative,"Nobody had entered the forbidden library in centuries, until the day when",10,13,3.3363261222839355,3.662775993347168,5.417463302612305,9.362053871154785,827.5122680664062,1.9154517650604248,0.619163990020752,0.24836963415145874,0.062241893261671066
creative,"Nobody had entered the forbidden library in centuries, until the day when",11,13,3.346011161804199,3.4474024772644043,5.249745845794678,9.025688171386719,635.1375122070312,1.4278820753097534,0.3542584180831909,0.2175241857767105,0.07790793478488922
creative,"Nobody had entered the forbidden library in centuries, until the day when",12,13,3.565997362136841,3.6733460426330566,5.294337749481201,8.882959365844727,878.212158203125,1.5257008075714111,0.5233941674232483,0.1216127872467041,0.04040928930044174
creative,"At the edge of the known universe, the probe transmitted an image of",0,14,3.203326940536499,2.7841265201568604,5.262324810028076,9.866775512695312,845.2408447265625,1.2179088592529297,0.4021196663379669,0.16804204881191254,0.04618987441062927
creative,"At the edge of the known universe, the probe transmitted an image of",1,14,3.633683681488037,4.628190040588379,5.456396102905273,9.623428344726562,652.6630859375,2.3255558013916016,0.5928923487663269,0.3531304597854614,0.08951141685247421
creative,"At the edge of the known universe, the probe transmitted an image of",2,14,1.3799735307693481,0.07080301642417908,4.414605140686035,8.252552032470703,1992.1298828125,0.021380219608545303,0.016637569293379784,0.0015379543183371425,0.00015623151557520032
creative,"At the edge of the known universe, the probe transmitted an image of",3,14,2.316092014312744,1.647228479385376,4.983969211578369,9.095081329345703,1161.1627197265625,0.803721010684967,0.3645511269569397,0.17245882749557495,0.021753787994384766
creative,"At the edge of the known universe, the probe transmitted an image of",4,14,4.48282527923584,5.118067264556885,5.59795618057251,9.169897079467773,267.3180847167969,2.271733045578003,0.23721693456172943,0.1884995549917221,0.0846693143248558
creative,"At the edge of the known universe, the probe transmitted an image of",5,14,2.0007896423339844,1.846312403678894,4.942736625671387,9.067300796508789,1277.9356689453125,1.2214030027389526,0.6097165942192078,0.29978859424591064,0.02076125331223011
creative,"At the edge of the known universe, the probe transmitted an image of",6,14,2.3603603839874268,1.6551198959350586,4.679437637329102,8.974438667297363,1345.905029296875,0.9211497902870178,0.48428910970687866,0.09337014704942703,0.026762228459119797
creative,"At the edge of the known universe, the probe transmitted an image of",7,14,3.80444073677063,4.517114639282227,5.32225227355957,9.626771926879883,532.6585083007812,1.777939796447754,0.36993545293807983,0.16111639142036438,0.08150239288806915
creative,"At the edge of the known universe, the probe transmitted an image of",8,14,5.251819610595703,7.495075225830078,5.666769027709961,9.84660816192627,167.64942932128906,2.458489418029785,0.16100169718265533,0.08137834072113037,0.05135008692741394
creative,"At the edge of the known universe, the probe transmitted an image of",9,14,4.457399368286133,5.371553421020508,5.418224334716797,9.395903587341309,392.34747314453125,1.9802767038345337,0.30349865555763245,0.1653069108724594,0.07053738087415695
creative,"At the edge of the known universe, the probe transmitted an image of",10,14,2.7196784019470215,2.8088481426239014,5.098735809326172,8.969667434692383,763.1759643554688,1.6111036539077759,0.48029518127441406,0.35667601227760315,0.0603356771171093
creative,"At the edge of the known universe, the probe transmitted an image of",11,14,4.159564018249512,4.624223709106445,5.501248359680176,8.414344787597656,566.826416015625,2.1301841735839844,0.4716580808162689,0.12324269115924835,0.07991355657577515
creative,"At the edge of the known universe, the probe transmitted an image of",12,14,2.8479697704315186,1.9845339059829712,5.015161037445068,8.690919876098633,893.4383544921875,0.9094556570053101,0.31739944219589233,0.13394464552402496,0.05188628286123276
creative,"At the edge of the known universe, the probe transmitted an image of",13,14,2.6680870056152344,2.7163047790527344,5.035830020904541,9.345808982849121,814.7671508789062,1.463356375694275,0.4657401442527771,0.24882790446281433,0.07568279653787613
noise,carpet seventeen below quantum if strangely the river computes,0,12,4.500766277313232,5.4070725440979,5.619502067565918,9.434877395629883,385.6514587402344,2.644571304321289,0.3983917236328125,0.19845423102378845,0.09218011796474457
noise,carpet seventeen below quantum if strangely the river computes,1,12,3.0013322830200195,3.2961883544921875,5.270856857299805,9.642374038696289,758.5398559570312,2.784358263015747,0.8250182271003723,0.4563557207584381,0.13077986240386963
noise,carpet seventeen below quantum if strangely the river computes,2,12,3.5760045051574707,4.321040630340576,5.148163795471191,9.822003364562988,521.2886962890625,1.8866660594940186,0.3841787874698639,0.2324853241443634,0.09686823189258575
noise,carpet seventeen below quantum if strangely the river computes,3,12,3.8922595977783203,5.248449325561523,5.151730060577393,9.820584297180176,417.9014892578125,2.2801859378814697,0.3722238838672638,0.2516915798187256,0.1112046167254448
noise,carpet seventeen below quantum if strangely the river computes,4,12,3.9432783126831055,4.933784008026123,5.173361778259277,9.816671371459961,508.3326416015625,1.8110744953155518,0.35962042212486267,0.18033893406391144,0.06668879091739655
noise,carpet seventeen below quantum if strangely the river computes,5,12,4.260099411010742,5.695692539215088,5.38386869430542,9.691412925720215,421.96612548828125,2.3573176860809326,0.38855788111686707,0.1965034306049347,0.08352863788604736
noise,carpet seventeen below quantum if strangely the river computes,6,12,4.366001129150391,5.484386444091797,5.541522026062012,9.957075119018555,324.4142150878906,1.8472964763641357,0.23409736156463623,0.15198060870170593,0.07465970516204834
noise,carpet seventeen below quantum if strangely the river computes,7,12,4.571915149688721,6.096428871154785,5.564313888549805,9.449302673339844,415.6773986816406,2.470675230026245,0.4011733829975128,0.27634018659591675,0.057082079350948334
noise,carpet seventeen below quantum if strangely the river computes,8,12,5.122877597808838,7.555217266082764,5.785190582275391,10.09865951538086,244.31686401367188,2.527541160583496,0.24121911823749542,0.1514895260334015,0.05986987426877022
noise,carpet seventeen below quantum if strangely the river computes,9,12,4.63441801071167,6.2607011795043945,5.481838226318359,9.93171501159668,374.09393310546875,2.0455920696258545,0.2989232838153839,0.13617053627967834,0.07566414773464203
noise,carpet seventeen below quantum if strangely the river computes,10,12,2.907191038131714,3.271991729736328,5.206995010375977,9.650530815124512,687.29345703125,2.8469254970550537,0.7643254995346069,0.5271684527397156,0.14773841202259064
noise,carpet seventeen below quantum if strangely the river computes,11,12,4.468357086181641,5.465689659118652,5.435448169708252,9.784444808959961,408.5433044433594,1.8300083875656128,0.2920459806919098,0.13543865084648132,0.05952925980091095
noise,fork although between singularity the table never once purple,0,10,4.259993553161621,5.6206817626953125,5.361504077911377,9.994888305664062,385.7330322265625,1.9760373830795288,0.2977433204650879,0.1619793027639389,0.08242883533239365
noise,fork although between singularity the table never once purple,1,10,3.5617475509643555,4.375802516937256,5.452188968658447,9.900972366333008,592.765625,1.508758783340454,0.349351704120636,0.18070219457149506,0.09531767666339874
noise,fork although between singularity the table never once purple,2,10,3.9570565223693848,5.628157615661621,4.981038570404053,9.796619415283203,572.504638671875,1.7800370454788208,0.39807793498039246,0.2170352339744568,0.054574694484472275
noise,fork although between singularity the table never once purple,3,10,3.168888568878174,2.0921058654785156,5.191778182983398,9.688218116760254,1032.264404296875,0.9363055229187012,0.3775448799133301,0.07149646431207657,0.037276219576597214
noise,fork although between singularity the table never once purple,4,10,3.251586675643921,1.3783774375915527,5.1103668212890625,9.527215957641602,999.681884765625,0.440440833568573,0.1719924807548523,0.046453800052404404,0.013916746713221073
noise,fork although between singularity the table never once purple,5,10,5.435269355773926,7.994362831115723,5.8304643630981445,10.028804779052734,126.34757232666016,2.5480947494506836,0.12575998902320862,0.10892870277166367,0.05660448968410492
noise,fork although between singularity the table never once purple,6,10,3.877403497695923,4.609078884124756,5.311446189880371,9.509977340698242,548.198486328125,1.8664101362228394,0.3996731638908386,0.2072615921497345,0.062345679849386215
noise,fork although between singularity the table never once purple,7,10,4.695326805114746,5.684412002563477,5.414900779724121,9.047503471374512,182.3636932373047,2.2339975833892822,0.15914064645767212,0.11730010062456131,0.07733171433210373
noise,fork although between singularity the table never once purple,8,10,4.820667266845703,5.9527130126953125,5.449046611785889,9.098201751708984,171.92794799804688,2.2672393321990967,0.15226633846759796,0.10370887815952301,0.07403672486543655
noise,fork although between singularity the table never once purple,9,10,4.585946083068848,6.125703811645508,5.456991195678711,9.891595840454102,396.7991638183594,2.015359401702881,0.3123800456523895,0.1198979914188385,0.0707496628165245
